ipeds_id,name,address,city,state,zip_code,website,phone,president_name,president_title,control_type,size_category,region
155511,McPherson College,1600 E. Euclid,McPherson,KS,67460-1402,www.mcpherson.edu/,6202420400,Michael Schneider,President,Private nonprofit,Very small,Plains
155520,MidAmerica Nazarene University,2030 E College Way,Olathe,KS,66062-1899,https://www.mnu.edu/,9137823750,David J. Spittal,President,Private nonprofit,Small,Plains
155566,Neosho County Community College,800 W 14th St,Chanute,KS,66720,www.neosho.edu/,6204312820,Dr. Brian Inbody,President,Public,Small,Plains
155593,North Central Kansas Technical College,3033 US Highway 24,Beloit,KS,67420,www.ncktc.edu/,7857382276,Eric Burks,President,Public,Very small,Plains
155618,Northwest Kansas Technical College,1209 Harrison Ave,Goodland,KS,67735,www.nwktc.edu/,7858903641,Ben Schears,President,Public,Very small,Plains
155627,Ottawa University-Ottawa,1001 South Cedar,Ottawa,KS,66067-3399,www.ottawa.edu/,7852425200,Dr. Reggies Wenyika,Campus President,Private nonprofit,Small,Plains
155636,Ottawa University-Kansas City,4370 W. 109th Street Suite 200,Overland Park,KS,66211,www.ottawa.edu/,9137013773,Nancy Wingert,Executive Vice President of OU Online,Private nonprofit,Very small,Plains
155681,Pittsburg State University,1701 S Broadway,Pittsburg,KS,66762,https://www.pittstate.edu/,6202317000,Dan Shipp,President,Public,Medium,Plains
155715,Pratt Community College,348 NE SR 61,Pratt,KS,67124,www.prattcc.edu/,6206725641,Michael Calvert,President,Public,Small,Plains
155812,University of Saint Mary,4100 S 4th St,Leavenworth,KS,66048-5082,www.stmary.edu/,9136825151,"Diane Steele, SCL, Ph.D.",President,Private nonprofit,Small,Plains
155830,Salina Area Technical College,2562 Centennial Road,Salina,KS,67401,www.salinatech.edu/,7853093100,Greg Nichols,President,Public,Small,Plains
155858,Seward County Community College,1801 N. Kansas Ave.,Liberal,KS,67901,sccc.edu/,6206241951,Mr. Brad Bennett,President,Public,Small,Plains
155900,Southwestern College,100 College Street,Winfield,KS,67156-2499,https://www.sckans.edu/,6202296000,Liz Frombgen,President,Private nonprofit,Small,Plains
155937,Sterling College,125 W. Cooper,Sterling,KS,67579,www.sterling.edu/,6202782173,Scott Rich,President,Private nonprofit,Very small,Plains
155973,Tabor College,400 S Jefferson,Hillsboro,KS,67063-1799,tabor.edu/,6209473121,Dr. David Janzen,President,Private nonprofit,Very small,Plains
156082,Washburn University,1700 SW College Avenue,Topeka,KS,66621,www.washburn.edu/,7856701010,JuliAnn Mazachek,President,Public,Medium,Plains
156107,Wichita State University-Campus of Applied Sciences and Technology,4004 N Webb Rd. Bldg 100,Wichita,KS,67226,www.wsutech.edu/,3166779400,Sheree Utash,President,Public,Medium,Plains
156125,Wichita State University,1845 N. Fairmount,Wichita,KS,67260-0124,www.wichita.edu/,3169783456,Richard Muma,President,Public,Large,Plains
156134,Wichita Technical Institute,2051 South Meridian,Wichita,KS,67213-1927,www.wti.edu/,3169432241,J. Barry Mannion,President,Private for-profit,Very small,Plains
156189,Alice Lloyd College,100 Purpose Rd,Pippa Passes,KY,41844,www.alc.edu/,6063686000,Jim Stepp,President,Private nonprofit,Very small,Southeast
156213,Asbury University,1 Macklem Dr,Wilmore,KY,40390-1198,https://www.asbury.edu/,8598583511,Kevin J. Brown,President,Private nonprofit,Small,Southeast
156222,Asbury Theological Seminary,204 N Lexington Ave,Wilmore,KY,40390-1199,www.asburyseminary.edu/,8598583581,Timothy C. Tennent,President,Private nonprofit,Small,Southeast
156231,Ashland Community and Technical College,1400 College Drive,Ashland,KY,41101-3683,https://ashland.kctcs.edu/,6063262000,Dr. Larry A. Ferguson,President/CEO,Public,Small,Southeast
156286,Bellarmine University,2001 Newburg Rd,Louisville,KY,40205-0671,https://www.bellarmine.edu/,5022728263,Susan M. Donovan,President,Private nonprofit,Small,Southeast
156295,Berea College,101 Chestnut Street,Berea,KY,40404-2182,https://www.berea.edu/,8599853000,Cheryl Nixon,President,Private nonprofit,Small,Southeast
156310,PJ's College of Cosmetology-Bowling Green,1901 Russellville Road,Bowling Green,KY,42101,www.gotopjs.com/,3.18E+12,Judith Stewart,President/Owner,Private for-profit,Very small,Southeast
156338,Southcentral Kentucky Community and Technical College,1845 Loop Dr,Bowling Green,KY,42101-3601,https://southcentral.kctcs.edu/,2709011000,Dr. Phillip Neal,CEO/President,Public,Medium,Southeast
156356,Brescia University,717 Frederica St,Owensboro,KY,42301-3023,www.brescia.edu/,2706853131,"Rev. Larry Hostetter, S.T.D.",President,Private nonprofit,Very small,Southeast
156365,Campbellsville University,1 University Dr,Campbellsville,KY,42718-2799,https://www.campbellsville.edu/,2.71E+13,Joseph Hopkins,President,Private nonprofit,Large,Southeast
156392,Bluegrass Community and Technical College,470 Cooper Drive,Lexington,KY,40506,https://bluegrass.kctcs.edu/,8592466200,Dr. Gregory Feeney,Acting President/CEO,Public,Large,Southeast
156408,Centre College,625 W Walnut St,Danville,KY,40422-1394,https://www.centre.edu/,8592385200,Milton C. Moreland,President,Private nonprofit,Small,Southeast
156417,Clear Creek Baptist Bible College,300 Clear Creek Rd,Pineville,KY,40977-9752,https://ccbbc.edu/,6063373196,Charles R. Goodman,President,Private nonprofit,Very small,Southeast
156426,Paul Mitchell the School-Lexington,3644 Boston Road,Lexington,KY,40514,paulmitchell.edu/lexington,8592233644,Linda August,President,Private for-profit,Very small,Southeast
156471,Galen College of Nursing-Louisville,3050 Terra Crossing Blvd.,Louisville,KY,40245,www.galencollege.edu/louisville,5024106200,Emily Selch,Dean,Private for-profit,Small,Southeast
156541,University of the Cumberlands,6191 College Station Drive,Williamsburg,KY,40769,www.ucumberlands.edu/,6065492200,Lawrence Cockrum,President and Chief Executive Officer,Private nonprofit,Very large,Southeast
156620,Eastern Kentucky University,521 Lancaster Ave,Richmond,KY,40475-3102,www.eku.edu/,8596221000,David McFaddin,President,Public,Large,Southeast
156648,Elizabethtown Community and Technical College,600 College Street Rd,Elizabethtown,KY,42701-3081,https://elizabethtown.kctcs.edu/,2707692371,Dr. Juston Pate,CEO/President,Public,Medium,Southeast
156727,Frontier Nursing University,2050 Lexington Road,Versailles,KY,40383,www.frontier.edu/,8592514700,"Susan Stone, DNSc, CNM, FACNM",President,Private nonprofit,Small,Southeast
156745,Georgetown College,400 East College Street,Georgetown,KY,40324-1696,www.georgetowncollege.edu/,5028638000,Rosemary Allen,President,Private nonprofit,Small,Southeast
156754,PJ's College of Cosmetology-Glasgow,920 Happy Valley Road,Glasgow,KY,42141,www.gotopjs.com/,3178466444,Judith Stewart,Owner/President,Private for-profit,Very small,Southeast
156790,Hazard Community and Technical College,One Community College Drive,Hazard,KY,41701-2402,https://hazard.kctcs.edu/,6064873503,Dr. Jennifer Lindon,President/CEO,Public,Small,Southeast
156842,Paul Mitchell the School-Louisville,156 North Hurstbourne Parkway,Louisville,KY,40222,paulmitchell.edu/louisville,5025831018,Jeremy Teall,Owner,Private for-profit,Very small,Southeast
156851,Henderson Community College,2660 S Green St,Henderson,KY,42420-4699,https://henderson.kctcs.edu/,2708271867,Dr. Jason Warren,President/CEO,Public,Small,Southeast
156860,Hopkinsville Community College,720 North Dr.,Hopkinsville,KY,42240,https://hopkinsville.kctcs.edu/index.aspx,2707073700,Dr. Alissa Young,President (CEO),Public,Small,Southeast
156921,Jefferson Community and Technical College,109 East Broadway,Louisville,KY,40202,https://jefferson.kctcs.edu/,5022132200,Dr. Ty J. Handy,President,Public,Large,Southeast
156967,Summit Salon Academy-Lexington,1300 E New Circle Rd Ste 110,Lexington,KY,40505,www.summitsalonacademy.org/,85926655314,Leslie Foster,Owner,Private for-profit,Very small,Southeast
157021,American National University-Pikeville,130 South Mayo Trail,Pikeville,KY,41501-1520,https://www.an.edu/locations/,6064787200,Frank Longaker,President,Private for-profit,Very small,Southeast
157030,Kentucky Mountain Bible College,855 Highway 541,Jackson,KY,41339,https://www.kmbc.edu/,6.07E+12,Robert Pocai,President,Private nonprofit,Very small,Southeast
157058,Kentucky State University,400 East Main Street,Frankfort,KY,40601-2355,www.kysu.edu/,5025976000,Koffi Akakpo,President,Public,Small,Southeast
157076,Kentucky Wesleyan College,3000 Frederica Street,Owensboro,KY,42301,https://kwc.edu/,2709263111,Dr. Thomas Mitzel,President,Private nonprofit,Very small,Southeast
157085,University of Kentucky,South Limestone,Lexington,KY,40506-0032,www.uky.edu/,8592579000,Dr. Eli Capilouto,President,Public,Very large,Southeast
157100,Kentucky Christian University,100 Academic Pkwy,Grayson,KY,41143-1199,www.kcu.edu/,6064743000,Dr. Terry L. Allcorn,President,Private nonprofit,Very small,Southeast
157207,Lexington Theological Seminary,"230 Lexington Green Circle, Suite 300",Lexington,KY,40503,www.lextheo.edu/,8592520361,Charisse Gillett,President,Private nonprofit,Very small,Southeast
157216,Lindsey Wilson College,210 Lindsey Wilson St,Columbia,KY,42728-1223,https://www.lindsey.edu/,2703842126,William T Luckey Jr,President,Private nonprofit,Small,Southeast
157289,University of Louisville,2301 S 3rd St,Louisville,KY,40292-0001,www.louisville.edu/,5028525555,Kim Schatzel,President,Public,Very large,Southeast
157298,Louisville Presbyterian Theological Seminary,1044 Alta Vista Rd,Louisville,KY,40205-1798,www.lpts.edu/,5028953411,Andrew Pomerville,President,Private nonprofit,Very small,Southeast
157304,Madisonville Community College,2000 College Drive,Madisonville,KY,42431,https://madisonville.kctcs.edu/,2708212250,"Cynthia S. Kelley, Ph.D.",President/CEO,Public,Small,Southeast
157331,Maysville Community and Technical College,1755 U.S. Hwy 68,Maysville,KY,41056,https://maysville.kctcs.edu/,6067597141,Dr. Laura L. McCullough,President/CEO,Public,Small,Southeast
157377,Midway University,512 E. Stephens St,Midway,KY,40347-1120,www.midway.edu/,8598464421,Dr. John Marsden,President,Private nonprofit,Small,Southeast
157386,Morehead State University,University Blvd,Morehead,KY,40351,https://www.moreheadstate.edu/,6067832000,Joseph A. Morgan,President,Public,Medium,Southeast
157401,Murray State University,218 Wells Hall,Murray,KY,42071-3318,www.murraystate.edu/,2708093011,Robert L. Jackson,President,Public,Medium,Southeast
157438,Gateway Community and Technical College,500 Technology Way,Florence,KY,41042,https://gateway.kctcs.edu/index.aspx,8594414500,Dr. Fernando Figueroa,President,Public,Small,Southeast
157447,Northern Kentucky University,Nunn Drive,Highland Heights,KY,41099,www.nku.edu/,8595725100,Bonita Brown,Interim President,Public,Large,Southeast
157483,West Kentucky Community and Technical College,4810 Alben Barkley Drive,Paducah,KY,42001,https://westkentucky.kctcs.edu/,2705549200,Dr. Anton Reece,President/CEO,Public,Medium,Southeast
157535,University of Pikeville,147 Sycamore St,Pikeville,KY,41501,www.upike.edu/,6062185250,Burton Webb,President,Private nonprofit,Small,Southeast
157553,Big Sandy Community and Technical College,1 Bert Combs Dr,Prestonsburg,KY,41653,https://bigsandy.kctcs.edu/,60688638630,Dr. Nancy Johnson,Interim President/CEO,Public,Small,Southeast
157614,Empire Beauty School-Chenoweth,151 Chenoweth Ln,Louisville,KY,40207,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southeast
157650,Empire Beauty School-Elizabethtown,554 Westport Road,Elizabethtown,KY,42701,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southeast
157669,Empire Beauty School-Dixie,5120 Dixie Highway,Louisville,KY,40216,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southeast
157678,Empire Beauty School-Florence,7285 Turfway Rd,Florence,KY,41042,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,Southeast
157711,Somerset Community College,808 Monticello Street,Somerset,KY,42501-2973,https://somerset.kctcs.edu/,8776299722,Dr. Carey Castle,President & CEO,Public,Medium,Southeast
157739,Southeast Kentucky Community & Technical College,700 College Rd,Cumberland,KY,40823,https://southeast.kctcs.edu/,6065892145,Dr. Vic Adams,President & CEO,Public,Small,Southeast
157748,The Southern Baptist Theological Seminary,2825 Lexington Rd,Louisville,KY,40280-0001,www.sbts.edu/,8006265525,R. Albert Mohler Jr.,President,Private nonprofit,Small,Southeast
157757,Spalding University,901 S Fourth Street,Louisville,KY,40203-2188,https://www.spalding.edu/,5025859911,Tori Murden McClure,President,Private nonprofit,Small,Southeast
157793,Sullivan University,3101 Bardstown Rd,Louisville,KY,40205,www.sullivan.edu/,5024566504,Dr. Tim Swenson,President,Private for-profit,Small,Southeast
157809,Thomas More University,333 Thomas More Parkway,Crestview Hills,KY,41017-3495,www.thomasmore.edu/,8593415800,Dr. Joseph Chillo,President/CEO,Private nonprofit,Small,Southeast
157818,Transylvania University,300 N Broadway,Lexington,KY,40508-1797,https://www.transy.edu/,8592338300,Brien Lewis,President,Private nonprofit,Small,Southeast
157854,Kentucky Community and Technical College System,300 North Main Street,Versailles,KY,40383-1245,https://systemoffice.kctcs.edu/,8592563100,Dr. Ryan Quarles,President,Public,Unknown,Southeast
157863,Union College,310 College St,Barbourville,KY,40906-1499,https://www.unionky.edu/,6065464151,Dr. Marcia Hawkins,President,Private nonprofit,Small,Southeast
157951,Western Kentucky University,1906 College Heights Blvd,Bowling Green,KY,42101-1000,https://www.wku.edu/,2707450111,Timothy C. Caboni,President,Public,Large,Southeast
158088,Central Louisiana Technical Community College,516 Murray Street,Alexandria,LA,71301,www.cltcc.edu/,3184875443,James Sawtelle,Chancellor,Public,Small,Southeast
158246,Ayers Career College,8820 Jewella Ave,Shreveport,LA,71118,www.ayers.edu/,3188683000,Bruce A. Busada,President,Private for-profit,Very small,Southeast
158325,Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,3616 North Blvd,Baton Rouge,LA,70806,www.brgeneral.org/medical-education/school-of-nursing/ OR school of radiologic technology,2253877623,Edgardo Tenreiro,President and Chief Executive Officer,Private nonprofit,Very small,Southeast
158431,Bossier Parish Community College,6220 East Texas,Bossier City,LA,71111-6922,https://www.bpcc.edu/,3186786000,Dr. Rick Bateman,Chancellor,Public,Medium,Southeast
158477,Centenary College of Louisiana,2911 Centenary Boulevard,Shreveport,LA,71104,www.centenary.edu/,3188695011,Christopher L. Holoman,President,Private nonprofit,Very small,Southeast
158538,Cloyd's Beauty School 1 Inc,603 Natchitoches St,West Monroe,LA,71291-0603,https://cloydsbeautyschools.edu/,3183769133,J Rhett Mathieu,Chief Executive Officer,Private for-profit,Very small,Southeast
158617,Crescent City Bartending School,209 N. Broad,New Orleans,LA,70119,crescent.edu/,5048223362,Chris Richard,President,Private for-profit,Very small,Southeast
158662,Delgado Community College,615 City Park Avenue,New Orleans,LA,70119,https://www.dcc.edu/,5046715000,Larissa Littleton-Steib,Chancellor,Public,Large,Southeast
158778,Avery James College,2948 Ryan Street,Lake Charles,LA,70601,averyjamesschool.com/,3374779265,Billy L. Clark,President,Private for-profit,Very small,Southeast
158787,Denham Springs Beauty School,923 Florida Blvd SE,Denham Springs,LA,70726,www.dsbeautyschool.org/,2256656188,Gina Hand,Owner/Administrator,Private for-profit,Very small,Southeast
158802,Dillard University,2601 Gentilly Blvd,New Orleans,LA,70122,www.dillard.edu/,5042838822,"Rochelle Ford, Ph.D.",President,Private nonprofit,Small,Southeast
158884,Nunez Community College,3710 Paris Rd,Chalmette,LA,70043,www.nunez.edu/,5042786467,Dr. Tina Tinney,Chancellor,Public,Small,Southeast
159009,Grambling State University,403 Main Street,Grambling,LA,71245,www.gram.edu/,3182473811,"Richard Gallot, Jr.",President,Public,Medium,Southeast
159027,Belbo Beauty Institute,1141 Shreveport Barksdale Highway,Shreveport,LA,71105,https://www.belbobeautyinstitute.com/,3.19E+12,Desisha Shepard,Administrator,Private for-profit,Very small,Southeast
159197,ITI Technical College,13944 Airline Hwy,Baton Rouge,LA,70817,www.iticollege.edu/,2257524233,Mark Worthy,Vice-President,Private for-profit,Very small,Southeast
159328,John Jay Beauty College,2844 Tennessee Ave,Kenner,LA,70062,www.johnjaybeautycollege.com/,5.04E+12,John J Grisaffi,President,Private for-profit,Very small,Southeast
159373,Louisiana State University Health Sciences Center-New Orleans,433 Bolivar St,New Orleans,LA,70112-2223,www.lsuhsc.edu/,5045684808,"Steve Nelson, M.D.",Interim Chancellor,Public,Small,Southeast
159382,Louisiana State University-Alexandria,8100 Hwy 71 South,Alexandria,LA,71302-9121,www.lsua.edu/,3184453672,Paul Coreil,Chancellor,Public,Medium,Southeast
159391,Louisiana State University and Agricultural & Mechanical College,156 Thomas Boyd Hall,Baton Rouge,LA,70803-2750,www.lsu.edu/,2255783202,William F. Tate IV,President,Public,Very large,Southeast
159407,Louisiana State University-Eunice,2048 Johnson Hwy,Eunice,LA,70535,https://www.lsue.edu/,3374577311,Dr. Nancee Sorenson,Chancellor,Public,Small,Southeast
159416,Louisiana State University-Shreveport,One University Place,Shreveport,LA,71115-2399,www.lsus.edu/,3187975000,Robert Smith,Chancellor,Public,Medium,Southeast
159513,Aveda Arts & Sciences Institute-Baton Rouge,2834 S Sherwood Forest Blvd Ste A,Baton Rouge,LA,70816-2246,avedaarts.edu/,2252951435,Lauren Fender,Executive Director of Compliance,Private for-profit,Very small,Southeast
159522,Aveda Arts & Sciences Institute-Lafayette,2922 Johnston St,Lafayette,LA,70503-3246,avedaarts.edu/,9854157569,Lauren Fender,Executive Director of Compliance,Private for-profit,Very small,Southeast
159531,Louisiana Academy of Beauty,550 East Laurel Street,Eunice,LA,70535,www.louisianaacademyofbeauty.com/,3374579480,CRYSTAL BIHM,FINANCIAL AID ADMINISTRATOR,Private for-profit,Very small,Southeast
159568,Louisiana Christian University,1140 College Dr,Pineville,LA,71359,www.lcuniversity.edu/,3184877011,Rick Brewer,President,Private nonprofit,Very small,Southeast
159601,Opelousas School of Cosmetology,529 E Vine St,Opelousas,LA,70570,www.opelousascosmetology.com/,3379426147,Dana D. Luna,President & Director,Private for-profit,Very small,Southeast
159647,Louisiana Tech University,1310 West Railroad Avenue,Ruston,LA,71272,https://www.latech.edu/,3182572000,Leslie K. Guice,President,Public,Large,Southeast
159656,Loyola University New Orleans,6363 Saint Charles Ave,New Orleans,LA,70118-6143,www.loyno.edu/,5048652011,Xavier A Cole,President,Private nonprofit,Small,Southeast
159717,McNeese State University,4205 Ryan St,Lake Charles,LA,70605,www.mcneese.edu/,3374755000,Dr. Daryl V. Burckel,President,Public,Medium,Southeast
159939,University of New Orleans,2000 Lakeshore Drive,New Orleans,LA,70148,new.uno.edu/,8885144275,Dr. Jeannine O'Rourke,President,Public,Medium,Southeast
159948,New Orleans Baptist Theological Seminary,3939 Gentilly Blvd,New Orleans,LA,70126,www.nobts.edu/,5042824455,"James Dew, Jr.",President,Private nonprofit,Small,Southeast
159966,Nicholls State University,University Station  La Hwy 1,Thibodaux,LA,70310,www.nicholls.edu/,8776424655,Dr. Jay Clune,President,Public,Medium,Southeast
159993,University of Louisiana at Monroe,700 University Avenue,Monroe,LA,71209-0000,www.ulm.edu/,3183421000,Dr. Ronald Berry,President,Public,Medium,Southeast
160010,Northwest Louisiana Technical Community College,9500 Industrial Drive,Minden,LA,71055-0000,www.nltcc.edu/,3183713035,Jayda Spillers,Chancellor,Public,Small,Southeast
160038,Northwestern State University of Louisiana,175 Sam Sibley Drive,Natchitoches,LA,71497-0002,https://www.nsula.edu/,3183576011,Dr. Marcus Jones,President,Public,Medium,Southeast
160065,University of Holy Cross,4123 Woodland Drive,New Orleans,LA,70131-7399,uhcno.edu/,5043947744,"Dr. Stanton F. McNeely, III",President,Private nonprofit,Small,Southeast
160074,Franciscan Missionaries of Our Lady University,5414 Brittany Dr,Baton Rouge,LA,70808,www.franu.edu/,2255261700,Tina Holland,President,Private nonprofit,Small,Southeast
160117,Pat Goins Beauty Schools formerly Paul Mitchell the School-Shreveport,7460 Youree Dr Ste. 130,Shreveport,LA,71105,www.patgoins.edu/,3187467674,Felicia Richardson,President,Private for-profit,Very small,Southeast
160126,Celebrity Stylist Beauty School,3138 Louisville Ave,Monroe,LA,71201-5135,www.celebritystylistbeautyschool.com/,3183222500,Kimberly Lawrence,Owner,Private for-profit,Very small,Southeast
160199,Pineville Beauty School,1008 Main Street,Pineville,LA,71360-0000,www.pinevillebeauty.com/,3184451040,Michelle Hays,School Owner/President,Private for-profit,Very small,Southeast
160320,Aveda Arts & Sciences Institute-Covington,1355 Polders Lane,Covington,LA,70433,avedaarts.edu/,9.86E+13,Lauren Fender,Executive Director of Compliance,Private for-profit,Small,Southeast
160409,Saint Joseph Seminary College,75376 River Road,St. Benedict,LA,70457,https://www.sjasc.edu/,9858672232,"Rev. Matthew Clark, O.S.B.",President- Rector,Private nonprofit,Very small,Southeast
160472,LaSalle Tech,300 Howard Ave,Houma,LA,70363,lasalletech.edu/,9.86E+13,Catherine Nagy,Owner,Private for-profit,Very small,Southeast
160481,Fletcher Technical Community College,1407 Highway 311,Schriever,LA,70395,www.fletcher.edu/,9854487900,Dr. Kristine Strickland,Chancellor,Public,Small,Southeast
160524,Remington College-Lafayette Campus,"4021-A Ambassador Caffery Parkway, Suite 100A",Lafayette,LA,70503,https://www.remingtoncollege.edu/locations/lafayette/,3379814010,Joann Boudreaux,Director of Campus Administration,Private nonprofit,Very small,Southeast
160533,Southern University-Board and System,JS Clark Admin Bldg 4th Floor,Baton Rouge,LA,70813,www.sus.edu/,2257714500,Dennis J. Shields,President-Chancellor,Public,Unknown,Southeast
160579,SOWELA Technical Community College,3820 Senator J. Bennett Johnston Ave,Lake Charles,LA,70615,www.sowela.edu/,3374216565,Dr. Neil Aspinwall,Chancellor,Public,Small,Southeast
160597,Stevensons Academy of Hair Design,401 Opelousas Avenue,New Orleans,LA,70114,www.stevenson-academy.com/,5043686377,Josulyn Williams,President,Private for-profit,Very small,Southeast
160612,Southeastern Louisiana University,548 Ned McGehee Ave.,Hammond,LA,70402,www.southeastern.edu/,9855492000,Dr. William Wainwright,President,Public,Large,Southeast
160621,Southern University and A & M College,"P.O. Box 9374, Harding Blvd",Baton Rouge,LA,70813,www.subr.edu/,2257714500,Dennis Shields,President/Chancellor,Public,Medium,Southeast
160630,Southern University at New Orleans,6400 Press Drive,New Orleans,LA,70126,www.suno.edu/,5042865000,"James H. Ammons Jr., Ph.D.",Chancellor,Public,Small,Southeast
160649,Southern University at Shreveport,3050 Martin Luther King Dr,Shreveport,LA,71107,www.susla.edu/,3186706000,Aubra J. Gantt,Chancellor,Public,Small,Southeast
160658,University of Louisiana at Lafayette,104 University Circle,Lafayette,LA,70503,www.louisiana.edu/,3774821000,E. Joseph Savoie,President,Public,Large,Southeast
160667,Northshore Technical Community College,65556 Centerpoint Blvd.,Lacombe,LA,70445,northshorecollege.edu/,9855451500,James Carlson,Interim Chancellor,Public,Medium,Southeast
160755,Tulane University of Louisiana,6823 St. Charles Avenue,New Orleans,LA,70118-5698,https://tulane.edu/,5048655000,Michael A. Fitts,President,Private nonprofit,Large,Southeast
160904,Xavier University of Louisiana,1 Drexel Drive,New Orleans,LA,70125-1098,https://www.xula.edu/,5044867411,Dr. C. Reynold Verret,President,Private nonprofit,Small,Southeast
160959,College of the Atlantic,105 Eden Street,Bar Harbor,ME,4609,https://www.coa.edu/,2072885015,"Darron A. Collins, PhD.",President,Private nonprofit,Very small,New England
160977,Bates College,2 Andrews Road,Lewiston,ME,4240,www.bates.edu/,2077866000,Garry Jenkins,President,Private nonprofit,Small,New England
160995,Beal University,99 Farm Road,Bangor,ME,4401,www.beal.edu/,2079474591,Sheryl DeWalt,President,Private for-profit,Very small,New England
161004,Bowdoin College,255 Maine Street,Brunswick,ME,4011,https://www.bowdoin.edu/,2077253000,Safa Zaki,President,Private nonprofit,Small,New England
161022,Maine College of Health Professions,70 Middle Street,Lewiston,ME,4240,www.mchp.edu/,2077952840,Monika Bissell,President,Private nonprofit,Very small,New England
161077,Central Maine Community College,1250 Turner Street,Auburn,ME,04210-6498,https://www.cmcc.edu/,2077555100,"Betsy Libby, Ed.D.",President,Public,Small,New England
161086,Colby College,4000 Mayflower Hill Drive,Waterville,ME,04901-8840,www.colby.edu/,2078594000,David A. Greene,President,Private nonprofit,Small,New England
161138,Eastern Maine Community College,354 Hogan Rd,Bangor,ME,4401,https://www.emcc.edu/,2079744600,Elizabeth Russell,President,Public,Small,New England
161192,Kennebec Valley Community College,92 Western Ave,Fairfield,ME,04937-1367,www.kvcc.me.edu/,2074535000,Karen Normandin,President,Public,Small,New England
161208,The Landing School,286 River Rd,Arundel,ME,4046,www.landingschool.edu/,2079857976,Jim Borsig,Interim President,Private nonprofit,Very small,New England
161217,University of Maine at Augusta,46 University Dr,Augusta,ME,04330-9410,www.uma.edu/,2076213000,Jenifer Cushman,President,Public,Small,New England
161226,University of Maine at Farmington,224 Main St.,Farmington,ME,04938-9978,https://www.umf.maine.edu/,2077787000,Joseph McDonnell,Interim President,Public,Small,New England
161235,University of Maine at Fort Kent,23 University Drive,Fort Kent,ME,04743-1292,www.umfk.maine.edu/,2.08E+14,Deborah Hedeen,President and Provost,Public,Small,New England
161253,University of Maine,168 College Avenue,Orono,ME,4469,www.umaine.edu/,2075811865,Dr. Joan Ferrini-Mundy,President,Public,Large,New England
161280,University of Maine-System Central Office,15 Estabrooke Drive,Orono,ME,4469,www.maine.edu/,2079733205,Dannell Malloy,Chancellor,Public,Unknown,New England
161299,Maine Maritime Academy,1 Pleasant Street,Castine,ME,04420-0001,https://mainemaritime.edu/,8004646565,Jerald Paul,President,Public,Very small,New England
161341,University of Maine at Presque Isle,181 Main St,Presque Isle,ME,04769-2888,www.umpi.edu/,2077689400,Raymond Rice,President,Public,Small,New England
161457,University of New England,11 Hills Beach Rd,Biddeford,ME,04005-9599,https://www.une.edu/,2072830171,Dr. James Herbert,President,Private nonprofit,Medium,New England
161484,Northern Maine Community College,33 Edgemont Dr,Presque Isle,ME,04769-2016,www.nmcc.edu/,2077682700,Timothy D. Crowley,President,Public,Very small,New England
161493,Empire Beauty School-Maine,319 Marginal Way,Portland,ME,4101,www.empire.edu/,8009204593,Franklin K. Schoeneman,Chairman/CEO,Private for-profit,Very small,New England
161509,Maine College of Art & Design,522 Congress St.,Portland,ME,04101-3494,www.meca.edu/,2076695043,Laura Freid,President,Private nonprofit,Very small,New England
161518,Saint Joseph's College of Maine,278 Whites Bridge Rd,Standish,ME,04084-5263,www.sjcme.edu/,2078926766,"Joseph L. Cassidy, JD",President,Private nonprofit,Small,New England
161527,Spa Tech Institute-Westbrook,100 Larrabee Road,Westbrook,ME,4092,www.spatech.edu/,2075914141,Kris Stecker,President,Private for-profit,Very small,New England
161545,Southern Maine Community College,2 Fort Road,South Portland,ME,04106-1698,https://www.smccme.edu/,2077415500,Tiffany Bentley,Interim President,Public,Medium,New England
161554,University of Southern Maine,96 Falmouth St,Portland,ME,4103,usm.maine.edu/,2077804141,Dr. Jacqueline Edmondson,President,Public,Medium,New England
161563,Thomas College,180 W River Rd,Waterville,ME,04901-5097,www.thomas.edu/,2078591111,Laurie G. Lachance,President,Private nonprofit,Small,New England
161572,Unity Environmental University,"70 Farm View Drive, Suite 200",New Gloucester,ME,4260,https://unity.edu/,2075097100,Dr. Melik Peter Khoury,President,Private nonprofit,Medium,New England
161581,Washington County Community College,One College Drive,Calais,ME,4619,www.wccc.me.edu/,2074541000,Susan L. Mingo,President,Public,Very small,New England
161688,Allegany College of Maryland,12401 Willowbrook Rd SE,Cumberland,MD,21502-2596,www.allegany.edu/,3017845000,Cynthia Bambara,President,Public,Small,Mid East
161767,Anne Arundel Community College,101 College Pky,Arnold,MD,21012-1895,www.aacc.edu/,4107772222,Dawn S. Lindsay,President,Public,Large,Mid East
161800,Award Beauty School,26 E Antietam St,Hagerstown,MD,21740-5610,www.awardbeautyschool.com/,3.01E+11,John Bilney,School Director,Private for-profit,Very small,Mid East
