UNITID,total_faculty,female_faculty_percent,male_faculty_percent,diversity_category,faculty_size_category,faculty_description,diversity_index,asian_faculty_percent,black_faculty_percent,hispanic_faculty_percent,white_faculty_percent
202356,1980,59.1,40.9,Moderate,Very Large,"1,980+ faculty (extensive resources) | Gender-balanced faculty (59.1% female) | Moderately diverse faculty",0.406,2.5,14.4,2.1,75.6
221838,1976,49.3,50.7,High,Very Large,"1,976+ faculty (extensive resources) | Gender-balanced faculty (49.3% female) | Highly diverse faculty | Strong 42.6% black faculty representation",0.686,12.2,42.6,3.5,33.7
110574,1973,56.6,43.4,High,Very Large,"1,973+ faculty (extensive resources) | Gender-balanced faculty (56.6% female) | Highly diverse faculty | Strong 22.3% asian faculty representation",0.682,22.3,4.6,8.4,50.1
207935,1967,64.1,35.9,Moderate,Very Large,"1,967+ faculty (extensive resources) | Female-majority faculty (64.1%) | Moderately diverse faculty",0.412,0.7,7.5,4.3,75.8
190099,1965,47.8,52.2,Moderate,Very Large,"1,965+ faculty (extensive resources) | Gender-balanced faculty (47.8% female) | Moderately diverse faculty",0.532,10.2,6.0,6.2,66.6
187134,1949,57.2,42.8,Moderate,Very Large,"1,949+ faculty (extensive resources) | Gender-balanced faculty (57.2% female) | Moderately diverse faculty | Strong 17.1% asian faculty representation",0.594,17.1,6.7,6.2,59.9
109819,1945,50.6,49.4,Moderate,Very Large,"1,945+ faculty (extensive resources) | Gender-balanced faculty (50.6% female) | Moderately diverse faculty | Strong 24.4% hispanic faculty representation",0.597,5.3,4.8,24.4,57.9
198622,1932,43.5,56.5,Moderate,Very Large,"1,932+ faculty (extensive resources) | Gender-balanced faculty (43.5% female) | Moderately diverse faculty",0.301,1.8,12.7,1.4,82.6
225627,1928,56.7,43.3,Moderate,Very Large,"1,928+ faculty (extensive resources) | Gender-balanced faculty (56.7% female) | Moderately diverse faculty | Strong 23.8% hispanic faculty representation",0.574,8.9,3.1,23.8,60.0
110361,1919,50.8,49.2,Moderate,Very Large,"1,919+ faculty (extensive resources) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty",0.566,13.7,7.8,10.4,63.1
151801,1918,56.0,44.0,Low,Very Large,"1,918+ faculty (extensive resources) | Gender-balanced faculty (56.0% female) | Emerging faculty diversity",0.266,4.2,6.4,2.2,85.3
199157,1917,56.7,43.3,High,Very Large,"1,917+ faculty (extensive resources) | Gender-balanced faculty (56.7% female) | Highly diverse faculty | Strong 53.2% black faculty representation",0.639,9.5,53.2,1.6,24.8
171456,1910,48.1,51.9,Low,Very Large,"1,910+ faculty (extensive resources) | Gender-balanced faculty (48.1% female) | Emerging faculty diversity",0.265,3.3,1.6,1.0,85.4
138354,1910,51.3,48.7,Moderate,Very Large,"1,910+ faculty (extensive resources) | Gender-balanced faculty (51.3% female) | Moderately diverse faculty",0.411,12.3,6.1,2.7,75.4
244437,1910,56.5,43.5,Moderate,Very Large,"1,910+ faculty (extensive resources) | Gender-balanced faculty (56.5% female) | Moderately diverse faculty | Strong 19.9% black faculty representation",0.545,9.2,19.9,3.0,63.7
190655,1909,48.3,51.7,High,Very Large,"1,909+ faculty (extensive resources) | Gender-balanced faculty (48.3% female) | Highly diverse faculty | Strong 22.0% asian faculty representation",0.637,22.0,11.0,10.7,54.0
163046,1906,54.5,45.5,Moderate,Very Large,"1,906+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty",0.42,10.7,5.1,4.7,75.0
222831,1902,47.1,52.9,Moderate,Very Large,"1,902+ faculty (extensive resources) | Gender-balanced faculty (47.1% female) | Moderately diverse faculty",0.389,5.8,1.6,12.8,76.9
218353,1899,54.0,46.0,Moderate,Very Large,"1,899+ faculty (extensive resources) | Gender-balanced faculty (54.0% female) | Moderately diverse faculty | Strong 18.5% black faculty representation",0.403,1.4,18.5,4.3,74.9
207971,1896,40.6,59.4,Moderate,Very Large,"1,896+ faculty (extensive resources) | Gender-balanced faculty (40.6% female) | Moderately diverse faculty",0.501,9.7,3.1,3.7,69.5
139861,1892,51.9,48.1,Moderate,Very Large,"1,892+ faculty (extensive resources) | Gender-balanced faculty (51.9% female) | Moderately diverse faculty",0.413,5.5,8.5,3.2,75.6
195526,1891,57.9,42.1,Moderate,Very Large,"1,891+ faculty (extensive resources) | Gender-balanced faculty (57.9% female) | Moderately diverse faculty",0.437,9.6,2.7,4.7,73.9
198154,1883,56.9,43.1,Low,Very Large,"1,883+ faculty (extensive resources) | Gender-balanced faculty (56.9% female) | Emerging faculty diversity",0.182,0.7,3.3,2.6,90.3
216038,1878,53.6,46.4,Moderate,Very Large,"1,878+ faculty (extensive resources) | Gender-balanced faculty (53.6% female) | Moderately diverse faculty",0.414,10.1,5.4,4.5,75.5
187532,1876,57.8,42.2,Moderate,Very Large,"1,876+ faculty (extensive resources) | Gender-balanced faculty (57.8% female) | Moderately diverse faculty | Strong 26.5% hispanic faculty representation",0.547,4.5,1.5,26.5,61.6
177834,1876,56.3,43.7,Moderate,Very Large,"1,876+ faculty (extensive resources) | Gender-balanced faculty (56.3% female) | Moderately diverse faculty",0.424,11.6,4.9,5.6,74.6
231970,1875,52.7,47.3,Moderate,Very Large,"1,875+ faculty (extensive resources) | Gender-balanced faculty (52.7% female) | Moderately diverse faculty | Strong 16.7% asian faculty representation",0.449,16.7,6.1,2.9,71.9
196149,1867,57.3,42.7,Moderate,Very Large,"1,867+ faculty (extensive resources) | Gender-balanced faculty (57.3% female) | Moderately diverse faculty",0.345,6.8,4.9,4.5,80.3
492689,1860,45.9,54.1,High,Very Large,"1,860+ faculty (extensive resources) | Gender-balanced faculty (45.9% female) | Highly diverse faculty | Strong 17.8% asian faculty, 29.7% hispanic faculty representation",0.732,17.8,3.8,29.7,37.0
217402,1859,40.7,59.3,Moderate,Very Large,"1,859+ faculty (extensive resources) | Gender-balanced faculty (40.7% female) | Moderately diverse faculty",0.369,6.5,4.2,5.6,78.8
366252,1855,30.9,69.1,Low,Very Large,"1,855+ faculty (extensive resources) | Male-majority faculty (69.1%) | Emerging faculty diversity",0.088,1.1,0.4,1.5,95.5
143358,1855,44.0,56.0,Moderate,Very Large,"1,855+ faculty (extensive resources) | Gender-balanced faculty (44.0% female) | Moderately diverse faculty",0.491,11.4,4.4,2.5,69.8
161457,1849,57.7,42.3,Low,Very Large,"1,849+ faculty (extensive resources) | Gender-balanced faculty (57.7% female) | Emerging faculty diversity",0.228,3.7,1.8,0.3,87.7
190628,1845,57.0,43.0,High,Very Large,"1,845+ faculty (extensive resources) | Gender-balanced faculty (57.0% female) | Highly diverse faculty | Strong 17.8% asian faculty representation",0.648,17.8,12.6,14.1,53.3
238616,1845,51.3,48.7,Low,Very Large,"1,845+ faculty (extensive resources) | Gender-balanced faculty (51.3% female) | Emerging faculty diversity",0.107,0.9,3.0,1.0,94.4
186371,1831,47.8,52.2,High,Very Large,"1,831+ faculty (extensive resources) | Gender-balanced faculty (47.8% female) | Highly diverse faculty",0.712,9.4,2.9,4.4,42.9
101480,1827,56.0,44.0,Moderate,Very Large,"1,827+ faculty (extensive resources) | Gender-balanced faculty (56.0% female) | Moderately diverse faculty",0.32,3.8,6.9,0.8,81.9
188429,1827,53.3,46.7,Moderate,Very Large,"1,827+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty | Strong 15.5% asian faculty representation",0.501,15.5,6.2,8.0,68.1
159993,1817,59.1,40.9,Moderate,Very Large,"1,817+ faculty (extensive resources) | Gender-balanced faculty (59.1% female) | Moderately diverse faculty",0.316,6.2,7.7,3.1,82.1
129525,1816,49.6,50.4,Moderate,Very Large,"1,816+ faculty (extensive resources) | Gender-balanced faculty (49.6% female) | Moderately diverse faculty",0.519,6.0,4.2,6.3,67.1
202222,1816,55.7,44.3,Low,Very Large,"1,816+ faculty (extensive resources) | Gender-balanced faculty (55.7% female) | Emerging faculty diversity",0.277,3.3,8.5,1.7,84.5
234155,1809,48.2,51.8,High,Very Large,"1,809+ faculty (extensive resources) | Gender-balanced faculty (48.2% female) | Highly diverse faculty | Strong 55.3% black faculty representation",0.614,13.6,55.3,1.8,24.5
205470,1805,56.9,43.1,Moderate,Very Large,"1,805+ faculty (extensive resources) | Gender-balanced faculty (56.9% female) | Moderately diverse faculty",0.341,2.3,11.5,1.7,80.3
206695,1797,50.1,49.9,Moderate,Very Large,"1,797+ faculty (extensive resources) | Gender-balanced faculty (50.1% female) | Moderately diverse faculty",0.366,8.7,4.1,1.1,78.7
158662,1796,65.9,34.1,Moderate,Very Large,"1,796+ faculty (extensive resources) | Female-majority faculty (65.9%) | Moderately diverse faculty | Strong 22.0% black faculty representation",0.51,2.7,22.0,6.1,66.0
196176,1795,55.4,44.6,Moderate,Very Large,"1,795+ faculty (extensive resources) | Gender-balanced faculty (55.4% female) | Moderately diverse faculty",0.472,13.3,4.6,6.3,70.9
109208,1795,58.1,41.9,High,Very Large,"1,795+ faculty (extensive resources) | Gender-balanced faculty (58.1% female) | Highly diverse faculty | Strong 16.5% hispanic faculty representation",0.6,11.5,5.0,16.5,59.6
190673,1794,52.3,47.7,Moderate,Very Large,"1,794+ faculty (extensive resources) | Gender-balanced faculty (52.3% female) | Moderately diverse faculty | Strong 16.7% asian faculty representation",0.576,16.7,10.1,8.9,61.4
166124,1793,53.2,46.8,Moderate,Very Large,"1,793+ faculty (extensive resources) | Gender-balanced faculty (53.2% female) | Moderately diverse faculty",0.57,6.5,3.0,7.1,63.4
164155,1785,30.3,69.7,Moderate,Very Large,"1,785+ faculty (extensive resources) | Male-majority faculty (69.7%) | Moderately diverse faculty",0.327,9.1,4.3,3.6,81.3
160621,1785,52.7,47.3,Moderate,Very Large,"1,785+ faculty (extensive resources) | Gender-balanced faculty (52.7% female) | Moderately diverse faculty | Strong 73.9% black faculty representation",0.427,10.8,73.9,2.5,12.2
186876,1782,55.8,44.2,Moderate,Very Large,"1,782+ faculty (extensive resources) | Gender-balanced faculty (55.8% female) | Moderately diverse faculty",0.498,10.6,8.2,5.2,69.2
131283,1780,38.7,61.3,High,Very Large,"1,780+ faculty (extensive resources) | Male-majority faculty (61.3%) | Highly diverse faculty",0.63,5.7,2.9,3.9,50.8
153269,1778,51.5,48.5,Moderate,Very Large,"1,778+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Moderately diverse faculty",0.353,5.6,3.2,3.5,80.0
239488,1778,49.6,50.4,Low,Very Large,"1,778+ faculty (extensive resources) | Gender-balanced faculty (49.6% female) | Emerging faculty diversity",0.121,2.4,0.8,0.8,93.7
122977,1775,58.0,42.0,High,Very Large,"1,775+ faculty (extensive resources) | Gender-balanced faculty (58.0% female) | Highly diverse faculty | Strong 16.8% hispanic faculty representation",0.717,10.4,11.7,16.8,46.6
189097,1773,67.7,32.3,Moderate,Very Large,"1,773+ faculty (extensive resources) | Female-majority faculty (67.7%) | Moderately diverse faculty",0.533,10.9,7.6,6.9,66.4
233772,1771,54.2,45.8,Moderate,Very Large,"1,771+ faculty (extensive resources) | Gender-balanced faculty (54.2% female) | Moderately diverse faculty | Strong 17.0% black faculty representation",0.433,4.7,17.0,3.2,73.1
117645,1770,53.3,46.7,High,Very Large,"1,770+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Highly diverse faculty | Strong 23.8% hispanic faculty representation",0.656,12.8,7.6,23.8,51.4
168005,1765,49.7,50.3,Moderate,Very Large,"1,765+ faculty (extensive resources) | Gender-balanced faculty (49.7% female) | Moderately diverse faculty",0.479,12.4,3.6,3.3,70.5
227924,1764,54.4,45.6,Moderate,Very Large,"1,764+ faculty (extensive resources) | Gender-balanced faculty (54.4% female) | Moderately diverse faculty | Strong 32.9% hispanic faculty representation",0.584,4.0,4.4,32.9,55.0
193308,1764,62.8,37.2,High,Very Large,"1,764+ faculty (extensive resources) | Female-majority faculty (62.8%) | Highly diverse faculty | Strong 47.4% black faculty representation",0.656,12.8,47.4,7.7,31.1
113980,1763,53.3,46.7,High,Very Large,"1,763+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Highly diverse faculty | Strong 16.4% asian faculty, 24.1% hispanic faculty representation",0.707,16.4,9.7,24.1,44.4
214591,1762,34.7,65.3,Moderate,Very Large,"1,762+ faculty (extensive resources) | Male-majority faculty (65.3%) | Moderately diverse faculty",0.54,8.2,1.1,1.1,65.1
169716,1758,53.3,46.7,Moderate,Very Large,"1,758+ faculty (extensive resources) | Gender-balanced faculty (53.3% female) | Moderately diverse faculty",0.503,5.3,11.0,4.6,68.7
197133,1753,50.3,49.7,Moderate,Very Large,"1,753+ faculty (extensive resources) | Gender-balanced faculty (50.3% female) | Moderately diverse faculty",0.578,7.3,8.0,8.4,63.0
242972,1742,64.7,35.3,Low,Very Large,"1,742+ faculty (extensive resources) | Female-majority faculty (64.7%) | Emerging faculty diversity | Strong 97.7% hispanic faculty representation",0.045,0.0,0.6,97.7,1.7
160038,1739,61.7,38.3,Moderate,Very Large,"1,739+ faculty (extensive resources) | Female-majority faculty (61.7%) | Moderately diverse faculty",0.442,0.9,5.6,4.4,73.7
110404,1738,26.9,73.1,Moderate,Very Large,"1,738+ faculty (extensive resources) | Male-majority faculty (73.1%) | Moderately diverse faculty",0.433,14.8,1.2,3.9,73.5
175856,1737,51.5,48.5,Moderate,Very Large,"1,737+ faculty (extensive resources) | Gender-balanced faculty (51.5% female) | Moderately diverse faculty | Strong 62.3% black faculty representation",0.568,12.0,62.3,1.3,14.5
168342,1736,45.4,54.6,Moderate,Very Large,"1,736+ faculty (extensive resources) | Gender-balanced faculty (45.4% female) | Moderately diverse faculty",0.546,12.4,8.2,7.9,65.0
444787,1735,81.8,18.2,Moderate,Very Large,"1,735+ faculty (extensive resources) | Female-majority faculty (81.8%) | Moderately diverse faculty",0.424,5.2,11.9,1.6,74.6
185572,1735,54.5,45.5,Moderate,Very Large,"1,735+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty",0.347,10.3,3.8,2.5,80.0
217493,1732,47.9,52.1,Moderate,Very Large,"1,732+ faculty (extensive resources) | Gender-balanced faculty (47.9% female) | Moderately diverse faculty",0.57,9.0,8.6,4.2,63.5
174783,1731,44.0,56.0,Moderate,Very Large,"1,731+ faculty (extensive resources) | Gender-balanced faculty (44.0% female) | Moderately diverse faculty | Strong 16.1% asian faculty representation",0.509,16.1,5.9,3.1,67.7
377564,1726,54.5,45.5,High,Very Large,"1,726+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Highly diverse faculty",0.658,13.2,3.4,6.4,55.1
106467,1722,48.6,51.4,Low,Very Large,"1,722+ faculty (extensive resources) | Gender-balanced faculty (48.6% female) | Emerging faculty diversity",0.246,8.0,2.1,1.8,86.4
105525,1722,54.5,45.5,Moderate,Very Large,"1,722+ faculty (extensive resources) | Gender-balanced faculty (54.5% female) | Moderately diverse faculty | Strong 19.1% hispanic faculty representation",0.465,5.3,2.0,19.1,70.3
129941,1721,42.7,57.3,Moderate,Very Large,"1,721+ faculty (extensive resources) | Gender-balanced faculty (42.7% female) | Moderately diverse faculty",0.48,6.0,5.8,4.8,70.8
196121,1708,56.7,43.3,Moderate,Very Large,"1,708+ faculty (extensive resources) | Gender-balanced faculty (56.7% female) | Moderately diverse faculty",0.405,7.3,6.3,3.5,76.2
228705,1707,38.7,61.3,High,Very Large,"1,707+ faculty (extensive resources) | Male-majority faculty (61.3%) | Highly diverse faculty | Strong 21.4% hispanic faculty representation",0.703,14.8,2.8,21.4,47.0
483045,1701,54.7,45.3,Moderate,Very Large,"1,701+ faculty (extensive resources) | Gender-balanced faculty (54.7% female) | Moderately diverse faculty | Strong 31.7% black faculty representation",0.487,1.2,31.7,2.5,64.2
196130,1699,56.1,43.9,Moderate,Very Large,"1,699+ faculty (extensive resources) | Gender-balanced faculty (56.1% female) | Moderately diverse faculty",0.443,11.2,5.7,4.6,73.3
165024,1697,57.2,42.8,Moderate,Very Large,"1,697+ faculty (extensive resources) | Gender-balanced faculty (57.2% female) | Moderately diverse faculty",0.45,10.0,5.1,2.9,73.0
230746,1696,46.3,53.7,Low,Very Large,"1,696+ faculty (extensive resources) | Gender-balanced faculty (46.3% female) | Emerging faculty diversity",0.297,2.7,3.1,7.8,83.4
133881,1696,27.3,72.7,Moderate,Very Large,"1,696+ faculty (extensive resources) | Male-majority faculty (72.7%) | Moderately diverse faculty | Strong 17.3% asian faculty representation",0.584,17.3,2.5,1.7,60.9
106263,1691,57.8,42.2,Moderate,Very Large,"1,691+ faculty (extensive resources) | Gender-balanced faculty (57.8% female) | Moderately diverse faculty",0.467,12.5,7.2,1.4,71.3
115393,1688,48.8,51.2,High,Very Large,"1,688+ faculty (extensive resources) | Gender-balanced faculty (48.8% female) | Highly diverse faculty | Strong 30.6% hispanic faculty representation",0.632,11.6,4.0,30.6,50.9
240480,1685,50.0,50.0,Low,Very Large,"1,685+ faculty (extensive resources) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity",0.203,5.0,0.6,2.9,89.1
190558,1684,47.0,53.0,Moderate,Very Large,"1,684+ faculty (extensive resources) | Gender-balanced faculty (47.0% female) | Moderately diverse faculty | Strong 19.5% asian faculty representation",0.554,19.5,4.8,6.7,63.2
178411,1681,27.5,72.5,Moderate,Very Large,"1,681+ faculty (extensive resources) | Male-majority faculty (72.5%) | Moderately diverse faculty | Strong 23.3% asian faculty representation",0.59,23.3,2.7,3.0,58.8
241410,1679,57.3,42.7,Low,Very Large,"1,679+ faculty (extensive resources) | Gender-balanced faculty (57.3% female) | Emerging faculty diversity | Strong 97.3% hispanic faculty representation",0.052,0.0,0.0,97.3,2.7
213020,1678,50.1,49.9,Moderate,Very Large,"1,678+ faculty (extensive resources) | Gender-balanced faculty (50.1% female) | Moderately diverse faculty",0.326,10.7,1.8,3.3,81.3
199281,1668,54.8,45.2,Moderate,Very Large,"1,668+ faculty (extensive resources) | Gender-balanced faculty (54.8% female) | Moderately diverse faculty",0.505,8.2,6.9,4.6,68.9
181303,1666,51.7,48.3,Low,Very Large,"1,666+ faculty (extensive resources) | Gender-balanced faculty (51.7% female) | Emerging faculty diversity",0.245,5.9,5.0,1.7,86.6
227854,1665,45.1,54.9,High,Very Large,"1,665+ faculty (extensive resources) | Gender-balanced faculty (45.1% female) | Highly diverse faculty | Strong 36.8% hispanic faculty representation",0.683,2.9,14.4,36.8,39.5
224350,1659,45.3,54.7,High,Very Large,"1,659+ faculty (extensive resources) | Gender-balanced faculty (45.3% female) | Highly diverse faculty | Strong 33.6% hispanic faculty representation",0.69,3.7,2.2,33.6,39.4
108092,1655,53.0,47.0,Moderate,Very Large,"1,655+ faculty (extensive resources) | Gender-balanced faculty (53.0% female) | Moderately diverse faculty",0.494,9.3,3.0,5.0,70.0
181215,1654,50.0,50.0,Low,Very Large,"1,654+ faculty (extensive resources) | Gender-balanced faculty (50.0% female) | Emerging faculty diversity",0.27,6.6,1.8,3.6,85.1
132709,1649,53.5,46.5,High,Very Large,"1,649+ faculty (extensive resources) | Gender-balanced faculty (53.5% female) | Highly diverse faculty | Strong 22.3% hispanic faculty representation",0.699,7.3,14.9,22.3,46.7
101879,1642,52.1,47.9,Moderate,Very Large,"1,642+ faculty (extensive resources) | Gender-balanced faculty (52.1% female) | Moderately diverse faculty",0.412,6.7,9.6,2.7,75.7
240277,1638,53.5,46.5,Moderate,Very Large,"1,638+ faculty (extensive resources) | Gender-balanced faculty (53.5% female) | Moderately diverse faculty",0.427,11.1,2.1,2.5,74.5
436429,1638,29.1,70.9,Moderate,Very Large,"1,638+ faculty (extensive resources) | Male-majority faculty (70.9%) | Moderately diverse faculty",0.544,2.7,9.9,8.2,65.4
164465,1638,50.0,50.0,High,Very Large,"1,638+ faculty (extensive resources) | Gender-balanced faculty (50.0% female) | Highly diverse faculty | Strong 17.7% asian faculty representation",0.63,17.7,7.1,5.6,56.9
446604,1629,0.0,100.0,Low,Very Large,"1,629+ faculty (extensive resources) | Male-majority faculty (100.0%) | Emerging faculty diversity",0.0,0.0,0.0,0.0,100.0
162779,1629,63.5,36.5,Moderate,Very Large,"1,629+ faculty (extensive resources) | Female-majority faculty (63.5%) | Moderately diverse faculty | Strong 16.0% black faculty representation",0.515,9.9,16.0,4.4,66.9
171535,1627,56.3,43.7,Moderate,Very Large,"1,627+ faculty (extensive resources) | Gender-balanced faculty (56.3% female) | Moderately diverse faculty",0.305,1.1,12.0,2.2,82.4
139366,1624,48.2,51.8,Moderate,Very Large,"1,624+ faculty (extensive resources) | Gender-balanced faculty (48.2% female) | Moderately diverse faculty",0.493,10.0,11.3,4.0,69.4
171146,1623,54.3,45.7,Moderate,Very Large,"1,623+ faculty (extensive resources) | Gender-balanced faculty (54.3% female) | Moderately diverse faculty",0.35,8.6,5.5,1.5,79.9
153737,1621,45.4,54.6,Low,Very Large,"1,621+ faculty (extensive resources) | Gender-balanced faculty (45.4% female) | Emerging faculty diversity",0.126,1.0,1.7,2.6,93.4
214713,1614,40.4,59.6,Moderate,Very Large,"1,614+ faculty (extensive resources) | Gender-balanced faculty (40.4% female) | Moderately diverse faculty",0.527,14.8,3.8,2.6,66.4
190619,1612,50.8,49.2,Moderate,Very Large,"1,612+ faculty (extensive resources) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty",0.52,11.1,13.3,7.8,66.6
100654,1611,49.5,50.5,Moderate,Very Large,"1,611+ faculty (extensive resources) | Gender-balanced faculty (49.5% female) | Moderately diverse faculty | Strong 64.0% black faculty representation",0.534,14.2,64.0,0.0,1.3
240417,1607,44.1,55.9,Moderate,Very Large,"1,607+ faculty (extensive resources) | Gender-balanced faculty (44.1% female) | Moderately diverse faculty",0.316,8.4,1.2,1.5,82.1
157386,1607,47.7,52.3,Low,Very Large,"1,607+ faculty (extensive resources) | Gender-balanced faculty (47.7% female) | Emerging faculty diversity",0.279,7.0,2.8,3.8,84.5
136358,1606,55.6,44.4,Moderate,Very Large,"1,606+ faculty (extensive resources) | Gender-balanced faculty (55.6% female) | Moderately diverse faculty | Strong 16.7% black faculty representation",0.57,5.9,16.7,10.9,62.1
164739,1605,45.1,54.9,Moderate,Very Large,"1,605+ faculty (extensive resources) | Gender-balanced faculty (45.1% female) | Moderately diverse faculty",0.524,12.8,5.2,2.9,66.9
240462,1601,42.1,57.9,Moderate,Very Large,"1,601+ faculty (extensive resources) | Gender-balanced faculty (42.1% female) | Moderately diverse faculty",0.392,12.1,3.1,2.6,76.8
114859,1599,50.5,49.5,High,Very Large,"1,599+ faculty (extensive resources) | Gender-balanced faculty (50.5% female) | Highly diverse faculty | Strong 22.6% hispanic faculty representation",0.662,9.9,3.7,22.6,52.1
240116,1596,52.6,47.4,Low,Very Large,"1,596+ faculty (extensive resources) | Gender-balanced faculty (52.6% female) | Emerging faculty diversity",0.052,0.4,0.4,0.9,97.4
122375,1585,56.5,43.5,High,Very Large,"1,585+ faculty (extensive resources) | Gender-balanced faculty (56.5% female) | Highly diverse faculty | Strong 16.8% hispanic faculty representation",0.699,12.7,8.2,16.8,48.5
193016,1583,64.8,35.2,Moderate,Very Large,"1,583+ faculty (extensive resources) | Female-majority faculty (64.8%) | Moderately diverse faculty",0.509,13.5,10.6,6.6,67.6
113856,1577,56.9,43.1,High,Very Large,"1,577+ faculty (extensive resources) | Gender-balanced faculty (56.9% female) | Highly diverse faculty | Strong 15.7% asian faculty, 30.7% hispanic faculty representation",0.772,15.7,5.2,30.7,24.5
238759,1575,54.2,45.8,Low,Very Large,"1,575+ faculty (extensive resources) | Gender-balanced faculty (54.2% female) | Emerging faculty diversity",0.259,4.0,4.0,4.4,85.8
133702,1573,53.8,46.2,Moderate,Very Large,"1,573+ faculty (extensive resources) | Gender-balanced faculty (53.8% female) | Moderately diverse faculty",0.419,4.5,10.8,5.1,75.1
141644,1573,54.4,45.6,Moderate,Very Large,"1,573+ faculty (extensive resources) | Gender-balanced faculty (54.4% female) | Moderately diverse faculty | Strong 19.3% asian faculty representation",0.563,19.3,2.0,6.3,62.6
230171,1572,49.9,50.1,Low,Very Large,"1,572+ faculty (extensive resources) | Gender-balanced faculty (49.9% female) | Emerging faculty diversity",0.269,4.4,0.3,3.4,85.1
156541,1572,52.5,47.5,Moderate,Very Large,"1,572+ faculty (extensive resources) | Gender-balanced faculty (52.5% female) | Moderately diverse faculty",0.544,1.0,12.2,0.0,63.2
102614,1567,49.8,50.2,Moderate,Very Large,"1,567+ faculty (extensive resources) | Gender-balanced faculty (49.8% female) | Moderately diverse faculty",0.535,7.1,2.6,2.8,66.8
231712,1565,43.5,56.5,Low,Very Large,"1,565+ faculty (extensive resources) | Gender-balanced faculty (43.5% female) | Emerging faculty diversity",0.258,6.5,3.1,1.9,85.8
213349,1564,48.7,51.3,Moderate,Very Large,"1,564+ faculty (extensive resources) | Gender-balanced faculty (48.7% female) | Moderately diverse faculty",0.333,10.0,3.5,2.6,80.9
222178,1560,51.8,48.2,Moderate,Very Large,"1,560+ faculty (extensive resources) | Gender-balanced faculty (51.8% female) | Moderately diverse faculty",0.305,1.3,8.0,4.8,82.8
123013,1560,59.3,40.7,Moderate,Very Large,"1,560+ faculty (extensive resources) | Gender-balanced faculty (59.3% female) | Moderately diverse faculty",0.506,7.7,2.2,13.8,68.3
209825,1559,60.9,39.1,Moderate,Very Large,"1,559+ faculty (extensive resources) | Female-majority faculty (60.9%) | Moderately diverse faculty",0.501,4.2,1.6,3.4,68.8
221768,1555,47.2,52.8,Low,Very Large,"1,555+ faculty (extensive resources) | Gender-balanced faculty (47.2% female) | Emerging faculty diversity",0.272,3.8,5.5,2.6,85.0
204501,1548,48.8,51.2,Moderate,Very Large,"1,548+ faculty (extensive resources) | Gender-balanced faculty (48.8% female) | Moderately diverse faculty",0.513,6.7,7.5,3.3,67.8
134495,1547,57.9,42.1,Moderate,Very Large,"1,547+ faculty (extensive resources) | Gender-balanced faculty (57.9% female) | Moderately diverse faculty",0.427,5.3,10.3,8.0,74.3
197036,1547,29.5,70.5,Low,Very Large,"1,547+ faculty (extensive resources) | Male-majority faculty (70.5%) | Emerging faculty diversity",0.24,3.6,1.9,0.3,87.0
175272,1543,55.3,44.7,Moderate,Very Large,"1,543+ faculty (extensive resources) | Gender-balanced faculty (55.3% female) | Moderately diverse faculty",0.407,7.1,2.3,4.0,76.0
115755,1543,52.2,47.8,Moderate,Very Large,"1,543+ faculty (extensive resources) | Gender-balanced faculty (52.2% female) | Moderately diverse faculty",0.46,4.5,1.9,6.4,72.5
459204,1539,83.0,17.0,High,Very Large,"1,539+ faculty (extensive resources) | Female-majority faculty (83.0%) | Highly diverse faculty | Strong 29.8% asian faculty representation",0.792,29.8,14.0,9.4,27.5
216852,1538,60.2,39.8,Moderate,Very Large,"1,538+ faculty (extensive resources) | Female-majority faculty (60.2%) | Moderately diverse faculty",0.436,11.1,8.1,2.7,73.7
196042,1533,50.8,49.2,Moderate,Very Large,"1,533+ faculty (extensive resources) | Gender-balanced faculty (50.8% female) | Moderately diverse faculty | Strong 18.1% asian faculty representation",0.473,18.1,5.5,5.3,69.9
218140,1530,49.4,50.6,Low,Very Large,"1,530+ faculty (extensive resources) | Gender-balanced faculty (49.4% female) | Emerging faculty diversity",0.198,1.8,4.7,1.8,89.4
120971,1529,52.7,47.3,Moderate,Very Large,"1,529+ faculty (extensive resources) | Gender-balanced faculty (52.7% female) | Moderately diverse faculty | Strong 15.6% hispanic faculty representation",0.594,8.2,4.4,15.6,60.6
209612,1529,58.3,41.7,Moderate,Very Large,"1,529+ faculty (extensive resources) | Gender-balanced faculty (58.3% female) | Moderately diverse faculty",0.427,10.9,0.7,4.8,74.6
177472,1526,57.8,42.2,Low,Very Large,"1,526+ faculty (extensive resources) | Gender-balanced faculty (57.8% female) | Emerging faculty diversity",0.089,0.9,0.9,0.5,95.4
